transcript,formatted.address,lat.coord,lon.coord,place,sign,place_name,district,nafa,natural_area_class,municipla_class,metropolitan_class,religion,total_population,jews and others,jews,arabs,est_year,settlement_method,organizational_association,coordinates,hight,planning_commetee,police,transcript_pub,שדה לקישור
MASSADA,"Masada, Israel",32.682305,35.597657,מסדה,263,מסדה,2,22,221,6,NA,1,377,0.4,0.4,NA,1937,330,15,2563973220,-191,214,1240,Massada,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=263
MASSU'A,"Netiv Massua, Ma'ale Adumim",31.7685643,35.2997906,משואה,3605,משואה,7,75,NA,75,NA,1,162,0.2,0.2,NA,1970,310,6,2466366892,-256,712,4164,Massu'a,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3605
MASSU'OT YIZHAQ,"Masu'ot Itzhak, Israel",31.70261,34.689968,משואות יצחק,620,משואות יצחק,6,61,611,34,NA,1,704,0.7,0.7,NA,1949,320,3,1706562348,60,631,3830,Massu'ot Yizhaq,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=620
MATTA,NA,NA,NA,מטע,822,מטע,1,11,111,26,444,1,902,0.9,0.9,NA,1950,310,1,2059662505,607,151,7004,Matta,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=822
MATTAT,"Mattat, Israel",33.041684,35.35669499999999,מתת,1184,מתת,2,24,244,52,NA,1,194,0.2,0.2,NA,1979,370,19,2337577178,805,255,1320,Mattat,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1184
MATTITYAHU,"Matityahu, Mateh Binyamin",31.929747,35.034997,מתתיהו,3648,מתתיהו,7,74,NA,73,NA,1,772,0.8,0.8,NA,1981,320,8,2030864848,265,711,4354,Mattityahu,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3648
MAVQI'IM,"Mavki'im, Israel",31.622518,34.577431,מבקיעים,573,מבקיעים,6,61,614,36,NA,1,422,0.4,0.4,NA,1949,310,6,1599161459,57,633,3840,Mavqi'im,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=573
ME'IR SHEFEYA,"Me'ir Shfeya St, Petah Tikva, Israel",32.101972,34.8739245,מאיר שפיה,102,מאיר שפיה,3,32,322,15,NA,1,292,0.3,0.2,NA,1923,340,NA,1975772192,106,303,1181,Me'ir Shefeya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=102
ME'ONA,"Me'ona, Israel",33.016894,35.263626,מעונה,570,מעונה,2,24,243,52,NA,1,979,1,0.9,NA,1949,310,1,2247376901,470,255,1320,Me'ona,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=570
ME AMMI,"Mei Ami, Israel",32.504963,35.146425,מי עמי,1128,מי עמי,3,32,323,14,NA,1,334,0.3,0.3,NA,1963,320,6,2141671229,463,351,1470,Me Ammi,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1128
MEGIDDO,"Megiddo, Israel",32.577899,35.179972,מגידו,586,מגידו,2,23,234,13,NA,1,852,0.9,0.8,NA,1949,330,15,2171172064,154,254,1420,Megiddo,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=586
MEHOLA,Mehola,32.365285,35.51602,מחולה,3599,מחולה,7,75,NA,75,NA,1,517,0.5,0.5,NA,1968,310,2,2486869685,-177,712,4164,Mehola,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3599
MEKHORA,"Mekhora St, Pardes Hanna-Karkur, Israel",32.4715911,34.9915871,מכורה,3614,מכורה,7,75,NA,75,NA,1,142,0.1,0.1,NA,1973,310,10,2399967414,211,712,4164,Mekhora,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3614
MELE'A,"Mle'a, Israel",32.563149,35.237528,מלאה,164,מלאה,2,23,234,8,NA,1,396,0.4,0.4,NA,1956,310,1,2225471884,66,204,1420,Mele'a,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=164
MELILOT,"Mlilot, Israel",31.389897,34.595243,מלילות,2044,מלילות,6,62,621,39,NA,1,301,0.3,0.3,NA,1953,310,2,1615158878,112,651,3482,Melilot,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2044
MENARA,"Manara, Israel",33.195375,35.543728,מנרה,347,מנרה,2,21,212,1,NA,1,227,0.2,0.2,NA,1943,330,15,2511778903,848,253,1210,Menara,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=347
MENUHA,"Menuha, Israel",31.656159,34.777273,מנוחה,2030,מנוחה,6,61,611,50,NA,1,549,0.5,0.5,NA,1953,310,1,1789461842,103,634,3820,Menuha,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2030
MERAV,"Meirav, Israel",32.452041,35.422479,מירב,1282,מירב,2,23,231,7,NA,1,688,0.7,0.7,NA,1987,330,3,2399170654,395,202,1430,Merav,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1282
MERHAV AM,"Merhav Am, Israel",30.888022,34.828175,מרחב עם,1340,מרחב עם,6,62,626,48,NA,1,409,0.4,0.4,NA,2002,370,NA,1834853307,535,620,3450,Merhav Am,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1340
MERHAVYA(MOSHAV),"Merhavia, Israel",32.6047,35.3081,מרחביה (מושב),97,מרחביה (מושב),2,23,234,9,NA,1,671,0.7,0.7,NA,1922,310,1,2299872328,76,254,1420,Merhavya(Moshav),http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=97
MEROM GOLAN,Merom Golan,33.132583,35.77707100000001,מרום גולן,4101,מרום גולן,2,29,292,71,NA,1,701,0.7,0.7,NA,1967,330,15,2727778212,977,219,1270,Merom Golan,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4101
MERON,"Meron, Israel",32.985226,35.441643,מירון,607,מירון,2,21,212,2,NA,1,907,0.9,0.9,NA,1949,310,2,2414776580,693,209,1230,Meron,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=607
MESHAR,"Meishar, Israel",31.815936,34.752588,מישר,731,מישר,4,44,441,32,143,1,828,0.8,0.8,NA,1950,310,10,1768163624,52,456,5230,Meshar,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=731
MESILLOT,"Mesilot, Israel",32.497362,35.474651,מסילות,298,מסילות,2,23,231,7,NA,1,429,0.4,0.4,NA,1938,330,15,2448071130,-112,202,1430,Mesillot,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=298
METAV,"Meitav, Israel",32.545509,35.300898,מיטב,2054,מיטב,2,23,234,8,NA,1,454,0.5,0.4,NA,1954,310,1,2285071685,72,204,1420,Metav,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2054
MEVO'OT YAM,"Mevo'ot Yam, Israel",32.401697,34.866797,מבואות ים,1318,מבואות ים,4,41,411,16,141,1,434,0.4,0.4,NA,1954,340,NA,1878270108,3,409,5120,Mevo'ot Yam,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1318
MEVO BETAR,"Mevo Beitar, Israel",31.722592,35.106656,מבוא ביתר,771,מבוא ביתר,1,11,111,26,444,1,899,0.9,0.9,NA,1950,320,9,2101162547,752,151,7004,Mevo Betar,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=771
MEVO DOTAN,Mevo Dotan,32.420772,35.173869,מבוא דותן,3569,מבוא דותן,7,71,NA,72,NA,1,386,0.4,0.4,NA,1978,370,11,2167470291,329,710,4164,Mevo Dotan,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3569
MEVO HAMMA,Mevo Hama,32.736701,35.655207,מבוא חמה,4204,מבוא חמה,2,29,294,71,NA,1,383,0.4,0.4,NA,1968,330,15,2616873804,350,219,1270,Mevo Hamma,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4204
MEVO MODI'IM,"Mevo Modi'im, Israel",31.933851,34.98799899999999,מבוא מודיעים,1141,מבוא מודיעים,4,43,431,25,142,1,255,0.3,0.3,NA,1964,370,8,1989164897,210,424,5290,Mevo Modi'im,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1141
MEZADOT YEHUDA,Beit Yatir,31.365586,35.11134,מצדות יהודה,3745,מצדות יהודה,7,77,NA,78,NA,1,466,0.5,0.5,NA,1983,320,11,2107458587,875,715,4352,Mezadot Yehuda,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3745
MEZAR,Meitsar,32.768641,35.736356,מיצר,4019,מיצר,2,29,294,71,NA,1,244,0.2,0.2,NA,1981,310,15,2692674150,359,219,1270,Mezar,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4019
MEZER,"Metzer, Israel",32.440186,35.047702,מצר,648,מצר,3,32,324,14,NA,1,380,0.4,0.4,NA,1953,330,15,2046970512,76,351,1450,Mezer,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=648
MIDRAKH OZ,"Midrakh Oz, Israel",32.59464800000001,35.157976,מדרך עוז,2029,מדרך עוז,2,23,234,13,NA,1,770,0.8,0.8,NA,1952,310,1,2151572230,128,254,1420,Midrakh Oz,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2029
MIDRESHET RUPPIN,Israel,32.343193,34.911908,מדרשת רופין,897,מדרשת רופין,4,41,411,16,141,1,418,0.3,0.3,NA,1948,340,NA,1919269429,25,409,5120,Midreshet Ruppin,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=897
MIGDAL OZ,NA,NA,NA,מגדל עוז,3561,מגדל עוז,7,76,NA,76,445,1,605,0.6,0.6,NA,1977,330,3,2135761642,939,714,4352,Migdal Oz,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3561
MIGDALIM,Migdalim,32.089866,35.342633,מגדלים,3751,מגדלים,7,72,NA,72,NA,1,305,0.3,0.3,NA,1983,370,11,2324666631,779,710,4164,Migdalim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3751
MIKHMANNIM,"Mikhmanim, Israel",32.905865,35.32899099999999,מכמנים,1202,מכמנים,2,24,242,56,NA,1,487,0.5,0.4,NA,1980,370,7,2309975686,498,205,1310,Mikhmannim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1202
MIQWE YISRA'EL,NA,NA,NA,מקווה ישראל,22,מקווה ישראל,5,53,513,NA,123,1,426,0.4,0.4,NA,1870,340,NA,1794865963,27,599,2200,Miqwe Yisra'el,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=22
MISGAV AM,"Misgav Am, Israel",33.247572,35.548499,משגב עם,378,משגב עם,2,21,212,1,NA,1,320,0.3,0.3,NA,1945,330,15,2515179474,801,253,1210,Misgav Am,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=378
MISGAV DOV,"Misgav Dov, Israel",31.819054,34.739162,משגב דב,765,משגב דב,4,44,441,32,143,1,692,0.7,0.7,NA,1950,310,9,1754063647,58,456,5230,Misgav Dov,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=765
MISHMAR AYYALON,"Mishmar Ayalon, Israel",31.872478,34.943253,משמר איילון,670,משמר איילון,4,43,432,30,143,1,532,0.5,0.5,NA,1949,310,1,1949564208,136,426,5220,Mishmar Ayyalon,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=670
MISHMAR DAWID,"Mishmar David, Israel",31.82355799999999,34.900676,משמר דוד,563,משמר דוד,4,43,432,30,143,1,776,0.8,0.8,NA,1948,330,15,1906963671,153,426,5230,Mishmar Dawid,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=563
MISHMAR HANEGEV,"Mishmar HaNegev, Israel",31.364796,34.71796800000001,משמר הנגב,395,משמר הנגב,6,62,621,41,341,1,866,0.9,0.8,NA,1946,330,15,1731558585,198,625,3485,Mishmar HaNegev,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=395
MISHMAR HASHARON,"Mishmar HaSharon kibbutz, Israel",32.356305,34.904256,משמר השרון,194,משמר השרון,4,41,411,16,141,1,577,0.6,0.6,NA,1933,330,15,1911369590,19,409,5120,Mishmar HaSharon,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=194
MISHMAR HAYARDEN,Mishmar HaYarden,33.003484,35.598271,משמר הירדן,732,משמר הירדן,2,21,213,55,NA,1,719,0.7,0.7,NA,1949,310,9,2563476779,231,253,1220,Mishmar HaYarden,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=732
MISHMAROT,"Mishmarot, Israel",32.486513,34.983892,משמרות,213,משמרות,3,32,324,14,NA,1,842,0.8,0.8,NA,1933,330,15,1987771030,54,351,1180,Mishmarot,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=213
MITSPE ILAN,"Mitspe Ilan, Israel",32.461378,35.068861,מצפה אילן,1370,מצפה אילן,3,32,323,14,NA,1,353,0.4,0.4,NA,2009,370,10,2067270748,149,351,1450,Mitspe Ilan,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1370
MIVTAHIM,"Mivtahim, Israel",31.242423,34.407488,מבטחים,829,מבטחים,6,62,622,38,NA,1,422,0.4,0.4,NA,1950,310,1,1435757236,130,651,3430,Mivtahim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=829
MIZPA,NA,NA,NA,מצפה,58,מצפה,2,22,222,3,NA,1,136,0.1,0.1,NA,1908,350,NA,2480474397,86,206,1240,Mizpa,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=58
MIZPE AVIV,"Mitzpe Aviv, Israel",32.837951,35.201059,"מצפה אבי""ב",1222,"מצפה אבי""ב",2,24,241,56,241,1,985,1,1,NA,1981,370,10,2190774911,121,205,1360,Mizpe Aviv,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1222
MIZPE NETOFA,"Mitzpe Netofa, Israel",32.801748,35.383501,מצפה נטופה,1190,מצפה נטופה,2,23,237,3,NA,1,879,0.9,0.9,NA,1979,370,11,2362674534,394,206,1240,Mizpe Netofa,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1190
MIZPE SHALEM,Mitspe Shalem,31.568875,35.400367,מצפה שלם,3610,מצפה שלם,7,75,NA,74,NA,1,174,0.2,0.2,NA,1971,330,15,2381260837,-303,713,4355,Mizpe Shalem,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3610
MIZRA,"Mizra, Israel",32.649879,35.286404,מזרע,104,מזרע,2,23,234,9,NA,1,705,0.7,0.7,NA,1923,330,15,2271472850,99,254,1420,Mizra,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=104
MOLADA*,NA,NA,NA,מולדה*,1360,מולדה*,6,62,623,69,NA,2,336,NA,NA,0.3,NA,450,NA,1971857373,428,624,3481,Molada*,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1360
MORAN,"Moran, Israel",32.921637,35.39481,מורן,1163,מורן,2,24,242,56,NA,1,443,0.4,0.4,NA,1977,330,15,2372075844,326,205,1310,Moran,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1163
MOZA ILLIT,"Motza Illit, Israel",31.793591,35.157,מוצא עילית,208,מוצא עילית,1,11,111,26,444,1,970,1,0.9,NA,1933,350,NA,2150263345,637,151,6129,Moza Illit,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=208
NA'AMA,Na'omi,31.907541,35.467713,"נעמ""ה",3713,"נעמ""ה",7,75,NA,75,NA,1,116,0.1,0.1,NA,1982,310,1,2443164600,-193,712,4164,Na'ama,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3713
NAHAL OZ,"Nahal Oz, Israel",31.47267999999999,34.497675,נחל עוז,844,נחל עוז,6,61,614,37,NA,1,363,0.4,0.4,NA,1951,330,15,1522759807,70,651,3482,Nahal Oz,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=844
NAHALA,"Nahala, Israel",31.66,34.792817,נחלה,2045,נחלה,6,61,611,35,NA,1,653,0.7,0.7,NA,1953,310,1,1806161848,122,632,3820,Nahala,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2045
NAHALAL,"Nahalal, Israel",32.690807,35.19609,נהלל,80,נהלל,2,23,234,9,NA,1,803,0.8,0.8,NA,1921,310,1,2187373287,85,254,1440,Nahalal,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=80
NAHALI'EL,Nahliel,31.973542,35.140431,נחליאל,3767,נחליאל,7,74,NA,73,NA,1,639,0.6,0.6,NA,1984,370,8,2133365346,575,711,4354,Nahali'el,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3767
NAHAM,"Naham, Israel",31.7664783,35.0035723,נחם,809,נחם,1,11,112,26,444,1,517,0.5,0.5,NA,1950,310,2,2004163043,251,151,7004,Naham,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=809
NAHSHOLIM,"Nahsholim, Israel",32.61309,34.92225,נחשולים,433,נחשולים,3,32,321,15,243,1,656,0.7,0.6,NA,1948,330,15,1928272439,5,303,1181,Nahsholim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=433
NAHSHON,"Nahshon, Israel",31.831616,34.955986,נחשון,777,נחשון,1,11,112,26,NA,1,523,0.5,0.5,NA,1950,330,15,1959063762,175,151,7004,Nahshon,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=777
NAHSHONIM,"Nahshonim, Israel",32.063236,34.947011,נחשונים,705,נחשונים,4,42,422,20,142,1,362,0.4,0.4,NA,1949,330,15,1953266313,89,417,5160,Nahshonim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=705
NATAF,"Nataf, Israel",31.831276,35.06957999999999,נטף,1254,נטף,1,11,111,26,444,1,399,0.4,0.4,NA,1982,370,19,2065063769,509,151,6129,Nataf,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1254
NATUR,Natur,32.854068,35.752574,נטור,4014,נטור,2,29,294,71,NA,1,688,0.7,0.7,NA,1980,310,NA,2708175106,423,219,1270,Natur,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4014
NE'OT GOLAN,NA,NA,NA,נאות גולן,4551,נאות גולן,2,29,294,71,NA,1,574,0.6,0.5,NA,1967,310,6,2651174368,314,219,1270,Ne'ot Golan,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4551
NE'OT HAKIKKAR,"Neot HaKikar, Israel",30.933368,35.378126,נאות הכיכר,1124,נאות הכיכר,6,62,624,51,NA,1,411,0.4,0.4,NA,1961,310,10,2361253853,-354,656,3480,Ne'ot HaKikkar,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1124
NE'OT MORDEKHAY,"Neot Mordechai, Israel",33.159785,35.595602,נאות מרדכי,408,נאות מרדכי,2,21,211,1,NA,1,561,0.6,0.5,NA,1946,330,15,2560578503,75,253,1210,Ne'ot Mordekhay,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=408
NE'OT SMADAR,"Neot Semadar, Israel",30.049079,35.028106,נאות סמדר,1197,נאות סמדר,6,62,627,53,NA,1,220,0.2,0.2,NA,1982,330,15,2022444008,407,608,3460,Ne'ot Smadar,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1197
NE'URIM,"Ne'urim, Rishon LeTsiyon, Israel",31.9739,34.814382,נעורים,186,נעורים,4,41,411,16,141,1,382,0.4,0.3,NA,1953,340,NA,1872369785,20,409,5120,Ne'urim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=186
NEGBA,"Negba, Israel",31.662547,34.679561,נגבה,315,נגבה,6,61,611,35,NA,1,913,0.9,0.9,NA,1939,330,15,1699561890,82,632,3820,Negba,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=315
NEGOHOT,Negohot,31.493077,34.983347,נגוהות,3724,נגוהות,7,77,NA,78,NA,1,289,0.3,0.3,NA,1999,370,NA,1984260012,692,715,4352,Negohot,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3724
NES AMMIM,"Nes Ammim, Israel",32.965465,35.121588,נס עמים,1143,נס עמים,2,24,245,4,NA,1,332,0.3,0.3,NA,1964,350,NA,2116076346,26,201,1350,Nes Ammim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1143
NETA,"Neta, Israel, Israel",31.477893,34.927774,נטע,1369,נטע,6,61,612,50,NA,1,457,0.5,0.5,NA,2012,370,11,1930459850,425,634,3820,Neta,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1369
NETA'IM,"Neta'im, Israel",31.945689,34.775145,נטעים,174,נטעים,4,44,442,27,143,1,604,0.6,0.6,NA,1932,310,1,1789165027,50,456,5210,Neta'im,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=174
NETIV HAASARA,"Netiv HaAsara, Israel",31.572407,34.539322,נתיב העשרה,1242,נתיב העשרה,6,61,614,36,NA,1,821,0.8,0.8,NA,1982,310,1,1563460906,60,633,3840,Netiv HaAsara,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1242
NETIV HAGEDUD,Netiv HaGdud,31.989412,35.443281,נתיב הגדוד,3555,נתיב הגדוד,7,75,NA,75,NA,1,190,0.2,0.2,NA,1976,310,1,2421465510,-220,712,4164,Netiv HaGedud,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3555
NETIV HALAMED-HE,"Netiv HaLamed-Heh, Israel",31.687184,34.982523,"נתיב הל""ה",693,"נתיב הל""ה",1,11,112,26,444,1,596,0.6,0.6,NA,1949,330,15,1984162174,299,151,7004,Netiv HaLamed-He,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=693
NETIV HASHAYYARA,"Netiv HaShayara, Israel",32.991185,35.130745,נתיב השיירה,792,נתיב השיירה,2,24,245,4,NA,1,496,0.5,0.5,NA,1950,310,1,2130276655,43,201,1350,Netiv HaShayyara,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=792
NETU'A,"Netu'a, Israel",33.065387,35.323406,נטועה,1147,נטועה,2,24,244,52,NA,1,283,0.3,0.3,NA,1966,310,1,2305777439,645,255,1320,Netu'a,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1147
NEVATIM,"Nevatim, Israel",31.219761,34.882488,נבטים,396,נבטים,6,62,623,41,342,1,892,0.9,0.9,NA,1946,310,1,1887957013,324,625,3481,Nevatim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=396
NEWE ATIV,Neve Ativ,33.26202,35.740574,"נווה אטי""ב",4303,"נווה אטי""ב",2,29,291,71,NA,1,115,0.1,0.1,NA,1972,310,10,2695179642,977,219,1270,Newe Ativ,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4303
NEWE ETAN,"Neve Eitan, Israel",32.492304,35.533119,נווה איתן,296,נווה איתן,2,23,231,7,NA,1,315,0.3,0.3,NA,1938,330,15,2502371092,-231,202,1430,Newe Etan,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=296
NEWE HARIF,"Neve Harif, Israel",30.039793,35.03649,נווה חריף,1279,נווה חריף,6,62,627,53,NA,1,117,0.1,0.1,NA,1987,330,15,2033343880,431,608,3460,Newe Harif,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1279
NEWE ILAN,"Neve Ilan, Israel",31.807585,35.080922,נווה אילן,405,נווה אילן,1,11,111,26,444,1,918,0.9,0.9,NA,1946,320,15,2077963503,662,151,6129,Newe Ilan,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=405
NEWE MIKHA'EL,"Neve Michael, Israel",31.67214419999999,35.0074353,נווה מיכאל,1071,נווה מיכאל,1,11,112,26,444,1,714,0.7,0.7,NA,1958,310,7,2005862006,344,151,7004,Newe Mikha'el,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1071
NEWE MIVTAH,"Rashi St 11, Hod Hasharon, Israel",32.1616857,34.9058318,נווה מבטח,827,נווה מבטח,6,61,611,33,143,1,650,0.7,0.6,NA,1950,310,1,1755863485,60,616,3830,Newe Mivtah,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=827
NEWE SHALOM,Neve Shalom,31.817427,34.978335,נווה שלום,1259,נווה שלום,1,11,112,26,444,4,267,0.1,0.1,0.1,1983,350,NA,1980663612,282,151,7004,Newe Shalom,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1259
NEWE UR,"Neve Ur, Israel",32.589025,35.554544,נווה אור,590,נווה אור,2,23,231,7,NA,1,333,0.3,0.3,NA,1949,330,15,2522072164,-223,202,1430,Newe Ur,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=590
NEWE YAM,"Neve Yam, Israel",32.679769,34.93188,נווה ים,312,נווה ים,3,32,321,15,223,1,256,0.3,0.3,NA,1939,330,15,1937773169,3,303,1182,Newe Yam,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=312
NEWE ZIV,"Rehovot, Israel",31.8948157,34.7962526,נווה זיו,1314,נווה זיו,2,24,243,52,NA,1,919,0.9,0.9,NA,2000,370,19,2175277020,213,255,1350,Newe Ziv,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1314
NEWE ZOHAR,"Neve Zohar, Israel",31.152068,35.364771,נווה זוהר,1057,נווה זוהר,6,62,624,51,NA,1,73,0.1,0.1,NA,1972,350,NA,2347556239,-376,656,3480,Newe Zohar,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1057
NEZER HAZZANI,"Netser Khazani, Israel",31.8214,34.862554,נצר חזני,1372,נצר חזני,4,44,441,31,143,1,381,0.4,0.4,NA,2010,310,2,1871463654,96,456,5230,Nezer Hazzani,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1372
NEZER SERENI,"Netzer Sereni, Israel",31.922789,34.821191,נצר סרני,435,נצר סרני,4,43,432,30,143,1,769,0.8,0.7,NA,1948,330,15,1834964786,64,426,5220,Nezer Sereni,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=435
NIR AM,"Nir Am, Israel",31.518459,34.580544,ניר עם,348,ניר עם,6,61,614,37,NA,1,513,0.5,0.5,NA,1943,330,15,1601360324,116,651,3840,Nir Am,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=348
NIR AQIVA,"Nir Akiva, Israel",31.469933,34.646166,ניר עקיבא,2048,ניר עקיבא,6,62,621,42,NA,1,735,0.7,0.7,NA,1953,310,1,1664459767,153,651,3482,Nir Aqiva,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2048
NIR BANIM,"Nir Banim, Israel",31.671177,34.755012,ניר בנים,553,ניר בנים,6,61,611,33,143,1,722,0.7,0.7,NA,1954,310,1,1768262001,85,616,3830,Nir Banim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=553
NIR DAWID (TEL AMAL),"Nir David, Israel",32.504062,35.457622,ניר דוד (תל עמל),256,ניר דוד (תל עמל),2,23,231,7,NA,1,692,0.7,0.7,NA,1936,330,15,2430471229,-103,202,1430,Nir Dawid (Tel Amal),http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=256
