transcript,formatted.address,lat.coord,lon.coord,place,sign,place_name,district,nafa,natural_area_class,municipla_class,metropolitan_class,religion,total_population,jews and others,jews,arabs,est_year,settlement_method,organizational_association,coordinates,hight,planning_commetee,police,transcript_pub,שדה לקישור
SHILO,Shiloh,32.054405,35.29909,שילה,3641,שילה,7,74,NA,73,NA,1,3727,3.7,3.7,NA,1979,190,NA,2285266211,719,711,4354,Shilo,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3641
SHIMSHIT,"Shimshit, Israel",32.732527,35.246518,שמשית,1337,שמשית,2,23,237,9,242,1,2589,2.6,2.6,NA,2000,190,NA,2234173758,222,254,1410,Shimshit,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1337
SHOHAM,"Shoham, Israel",31.9957581,34.9488403,שוהם,1304,שוהם,4,43,432,99,142,1,20740,20.7,20.6,NA,1993,160,NA,1949165610,96,421,5160,Shoham,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1304
SHORESH,"Shoresh, Israel",31.797488,35.06529700000001,שורש,456,שורש,1,11,111,26,444,1,1234,1.2,1.2,NA,1948,320,6,2062863383,680,151,7004,Shoresh,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=456
SITRIYYA,"Sitria, Israel",31.889854,34.842094,סתרייה,610,סתרייה,4,43,432,30,143,1,1041,1,1,NA,1949,310,1,1854164420,80,426,5230,Sitriyya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=610
SULAM,"Sulam, Israel",32.605633,35.334306,סולם,526,סולם,2,23,234,66,NA,2,2487,NA,NA,2.5,NA,290,NA,2316672352,118,251,1420,Sulam,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=526
SUSEYA,Susya,31.391051,35.110978,סוסיה,3756,סוסיה,7,77,NA,78,NA,1,1115,1.1,1.1,NA,1983,370,11,2108758890,797,715,4352,Suseya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3756
TAL-EL,"Tal-El, Israel",32.927306,35.182499,טל-אל,1181,טל-אל,2,24,243,56,241,1,1125,1.1,1.1,NA,1980,370,13,2169975908,116,205,1330,Tal-El,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1181
TAL SHAHAR,"Tal Shahar, Israel",31.804404,34.903272,טל שחר,462,טל שחר,1,11,112,26,NA,1,1315,1.3,1.3,NA,1948,310,1,1908763474,118,151,7004,Tal Shahar,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=462
TALMON,"Talmon St, Tel Aviv-Yafo, Israel",32.0513495,34.7891535,טלמון,3788,טלמון,7,74,NA,73,NA,1,3879,3.9,3.9,NA,1989,190,NA,2132164936,584,711,4354,Talmon,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3788
TAMRA,"Tamra, Israel",32.852247,35.201315,טמרה,8900,טמרה,2,24,241,0,241,2,32804,NA,NA,32.8,NA,260,NA,2182175101,95,263,1340,Tamra,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=8900
TAMRA (YIZRE'EL),"Tamra, Israel",32.634918,35.402699,טמרה (יזרעאל),547,טמרה (יזרעאל),2,23,233,8,NA,2,1541,NA,NA,1.5,NA,450,NA,2381672669,231,204,1420,Tamra (Yizre'el),http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=547
TAYIBE,"Tayibe, Israel",32.266892,35.009675,טייבה,2730,טייבה,4,41,412,0,141,2,41577,NA,NA,41.5,NA,260,NA,2008468572,64,402,5150,Tayibe,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2730
TAYIBE(BAEMEQ),"Mevo ha-Emek, Kohav Ya'ir, Israel",32.225162,34.9998155,טייבה (בעמק),497,טייבה (בעמק),2,23,233,8,NA,2,1779,NA,NA,1.8,NA,450,NA,2420272332,95,204,1420,Tayibe(Baemeq),http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=497
TEL ADASHIM,"Tel Adashim, Israel",32.657358,35.302478,תל עדשים,103,תל עדשים,2,23,234,9,NA,1,1460,1.5,1.4,NA,1923,310,1,2286472908,98,254,1420,Tel Adashim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=103
TEL AVIV - YAFO,"Tel Aviv-Yafo, Israel",32.0852999,34.78176759999999,תל אביב -יפו,5e3,תל אביב -יפו,5,51,511,0,110,4,438818,419.6,397.7,19.2,1909,130,NA,NA,17,507,2120,Tel Aviv - Yafo,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=5000
TEL MOND,"Tel Mond, Israel",32.256608,34.91846,תל מונד,154,תל מונד,4,41,411,99,141,1,12212,12.2,12.1,NA,1929,170,NA,1924868443,46,457,5120,Tel Mond,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=154
TEL SHEVA,"Tel Be’er Sheba, Be'er Sheva, Israel",31.244835,34.840858,תל שבע,1054,תל שבע,6,62,623,99,342,2,19163,NA,NA,19.1,NA,270,NA,1866957304,312,652,3481,Tel Sheva,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1054
TEL YIZHAQ,"Tel Yitzhak, Israel",32.252745,34.872378,תל יצחק,287,תל יצחק,4,41,411,19,141,1,1031,1,0.9,NA,1938,330,6,1878268441,30,401,5120,Tel Yizhaq,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=287
TEQOA,Tekoa,31.652785,35.227517,תקוע,3563,תקוע,7,76,NA,76,445,1,3633,3.6,3.6,NA,1977,190,NA,2218161776,650,714,4352,Teqoa,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3563
TIBERIAS,"Tiberias, Israel",32.795859,35.530973,טבריה,6700,טבריה,2,22,221,0,NA,1,43148,42.5,39.9,NA,ותיק,160,NA,2494274369,12,207,1240,Tiberias,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=6700
TIFRAH,"Tifrah, Israel",31.324471,34.679236,תפרח,709,תפרח,6,62,622,42,344,1,2235,2.2,2.2,NA,1949,191,NA,1693658163,162,651,3430,Tifrah,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=709
TIMRAT,"Timrat, Israel",32.703801,35.225489,תמרת,1244,תמרת,2,23,237,9,NA,1,1297,1.3,1.3,NA,1983,370,13,2214073433,240,254,1440,Timrat,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1244
TIRAT KARMEL,"Tirat Carmel, Israel",32.762127,34.97298,טירת כרמל,2100,טירת כרמל,3,31,311,0,223,1,20313,20.2,19.5,NA,1949,160,NA,1976874080,45,355,1182,Tirat Karmel,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2100
TIRAT YEHUDA,"Tirat Yehuda, Israel",32.014833,34.935878,טירת יהודה,663,טירת יהודה,4,42,422,25,142,1,1195,1.2,1.2,NA,1949,310,2,1938965787,57,424,5160,Tirat Yehuda,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=663
TIRE,"2239 Old Middlefield Way # F, Mountain View, CA 94043, USA",32.0567168,35.0388687,טירה,2720,טירה,4,41,412,0,141,2,25268,NA,NA,25.2,NA,260,NA,1957768225,61,403,5150,Tire,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2720
TUBA-ZANGARIYYE,"Tuba-Zangariyye, Israel",32.96621,35.592018,טובא-זנגרייה,962,טובא-זנגרייה,2,21,213,99,NA,2,6391,NA,NA,6.4,NA,280,NA,2556376342,294,259,1220,Tuba-Zangariyye,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=962
TUR'AN,"Tur'an, Israel",32.775137,35.378344,טורעאן,498,טורעאן,2,25,237,99,NA,2,13464,NA,NA,13.5,NA,270,NA,2354574242,245,251,1410,Tur'an,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=498
TUSHIYYA,"Tushia, Israel",31.432895,34.541314,תושייה,1083,תושייה,6,62,621,39,NA,1,1001,1,1,NA,1958,350,NA,1563259362,107,651,3482,Tushiyya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1083
UDIM,"Udim, Israel",32.266865,34.846995,אודים,446,אודים,4,41,411,19,141,1,1356,1.4,1.3,NA,1948,310,10,1858268581,12,401,5120,Udim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=446
UMM AL-FAHM,"Umm al-Fahm, Israel",32.517127,35.148529,אום אל-פחם,2710,אום אל-פחם,3,32,323,0,NA,2,53306,NA,NA,53.3,NA,250,NA,2144971388,310,354,1470,Umm Al-Fahm,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2710
UMM AL-QUTUF,"Umm al-Qutuf, Israel",32.468084,35.059149,אום אל-קוטוף,2024,אום אל-קוטוף,3,32,323,14,NA,2,1052,NA,NA,1.1,NA,450,NA,2055370835,138,351,1450,Umm Al-Qutuf,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2024
UMM BATIN,"Umm Batin, Israel",31.27674369999999,34.8829215,אום בטין,1358,אום בטין,6,62,623,69,342,2,3274,NA,NA,3.3,NA,290,NA,1886757656,329,624,3481,Umm Batin,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1358
UZEIR,"Uzeir, Israel",32.790614,35.326882,עוזייר,528,עוזייר,2,25,237,65,NA,2,3080,NA,NA,3.1,NA,290,NA,2307874396,174,251,1410,Uzeir,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=528
YAD BINYAMIN,"Yad Binyamin, Israel",31.796685,34.82037,יד בנימין,577,יד בנימין,4,44,441,31,143,1,3936,3.9,3.9,NA,1949,190,NA,1832363393,64,456,5230,Yad Binyamin,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=577
YAD RAMBAM,"Yad Rambam, Israel",31.899841,34.900086,"יד רמב""ם",64,"יד רמב""ם",4,43,432,30,143,1,1068,1.1,1,NA,1955,310,2,1907264528,86,426,5220,Yad Rambam,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=64
YAFI,"Jaffa, Tel Aviv-Yafo, Israel",32.049357,34.758355,יפיע,499,יפיע,2,25,237,99,NA,2,18406,NA,NA,18.4,NA,270,NA,2261673222,294,257,1410,Yafi,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=499
YAGUR,"Yagur, Israel",32.741532,35.076826,יגור,96,יגור,3,31,311,12,223,1,1567,1.6,1.5,NA,1922,330,15,2075573859,16,301,1160,Yagur,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=96
YANUH-JAT,"Yanuh-Jat, Israel",32.981568,35.241169,יאנוח-ג'ת,1295,יאנוח-ג'ת,2,24,243,99,NA,2,6363,NA,NA,6.4,NA,280,NA,2232776506,468,255,1320,Yanuh-Jat,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1295
YAQIR,Yakir,32.149831,35.114631,יקיר,3647,יקיר,7,73,NA,72,145,1,1901,1.9,1.9,NA,1981,370,11,2109867292,396,710,4164,Yaqir,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3647
YAVNE,"Yavne, Israel",31.877958,34.739449,יבנה,2660,יבנה,4,44,441,0,143,1,44050,44,42.9,NA,1949,160,NA,1752164285,30,404,5230,Yavne,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2660
YAVNE'EL,"Yavne'el, Israel",32.708765,35.503778,יבנאל,46,יבנאל,2,22,222,99,NA,1,4187,4.2,4.1,NA,1901,190,NA,2477973510,12,251,1240,Yavne'el,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=46
YEHUD,"Yehud, Israel",32.030339,34.8870985,יהוד,9400,יהוד,4,42,422,0,132,1,29312,29.3,28.8,NA,1948,160,NA,1894066002,40,411,2370,Yehud,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=9400
YEROHAM,"Yeruham, Israel",30.987804,34.929741,ירוחם,831,ירוחם,6,62,626,99,NA,1,9230,8.9,8.3,NA,1951,180,NA,1931454413,524,612,3450,Yeroham,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=831
YESUD HAMA'ALA,"Yesud HaMa'ala, Israel",33.05358,35.589013,יסוד המעלה,29,יסוד המעלה,2,21,211,99,NA,1,1684,1.7,1.7,NA,1883,350,NA,2566377358,95,259,1220,Yesud HaMa'ala,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=29
YIF'AT,"Yifat, Israel",32.675853,35.223982,יפעת,134,יפעת,2,23,234,9,NA,1,1176,1.2,1.1,NA,1926,330,15,2212773145,128,254,1440,Yif'at,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=134
YINNON,"Yinon, Israel",31.741832,34.780947,ינון,2011,ינון,6,61,611,33,143,1,1119,1.1,1.1,NA,1952,310,1,1793762785,65,616,3830,Yinnon,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2011
YIRKA,"Yarka, Israel",32.953492,35.21199,ירכא,502,ירכא,2,24,243,99,NA,2,16590,NA,NA,16.5,NA,270,NA,2197376214,255,252,1330,Yirka,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=502
YIZHAR,Yitzhar,32.168529,35.235944,יצהר,3749,יצהר,7,72,NA,72,NA,1,1468,1.5,1.5,NA,1983,370,11,2225067502,779,710,4164,Yizhar,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3749
YOQNE'AM ILLIT,"Yokne'am Illit, Israel",32.660225,35.104606,יקנעם עילית,240,יקנעם עילית,2,23,235,0,223,1,22014,22,20.3,NA,1950,160,NA,2092472813,151,222,1420,Yoqne'am Illit,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=240
YOQNE'AM(MOSHAVA),"Yokne'am Moshava, Israel",32.655859,35.115152,יקנעם (מושבה),241,יקנעם (מושבה),2,23,235,13,NA,1,1364,1.4,1.3,NA,1935,310,10,2110672890,58,254,1420,Yoqne'am(Moshava),http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=241
YUVALLIM,"Yuvalim, Israel",32.878163,35.269294,יובלים,1226,יובלים,2,24,241,56,241,1,1120,1.1,1.1,NA,1982,370,7,2256375377,190,205,1360,Yuvallim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1226
ZARZIR,"Zarzir, Israel",32.723291,35.220436,זרזיר,975,זרזיר,2,23,237,99,242,2,7617,NA,NA,7.6,NA,280,NA,2211273668,184,254,1440,Zarzir,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=975
ZEFAT,"Safed, Israel",32.964648,35.495997,צפת,8e3,צפת,2,21,212,0,NA,1,33636,32.8,31.7,NA,ותיק,160,NA,2475176334,604,216,1230,Zefat,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=8000
ZEKHARYA,"Zekharia, Israel",31.708812000000002,34.944708,זכריה,799,זכריה,1,11,112,26,NA,1,1065,1.1,1.1,NA,1950,310,1,1948562415,268,151,7004,Zekharya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=799
ZEMER,"Zemer, Israel",32.365684,35.034651,זמר,1290,זמר,4,41,412,99,141,2,6567,NA,NA,6.6,NA,280,NA,2035169685,86,458,5150,Zemer,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1290
ZERUFA,"Tzrufa, Israel",32.647822,34.946455,צרופה,612,צרופה,3,32,321,15,243,1,1118,1.1,1.1,NA,1949,310,1,1954272826,21,303,1181,Zerufa,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=612
ZETAN,"Zeitan, Israel",31.975178,34.891732,זיתן,788,זיתן,4,43,432,40,133,1,1067,1.1,1.1,NA,1950,310,1,1897865365,40,425,5280,Zetan,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=788
ZIKHRON YA'AQOV,"Zikhron Ya'akov, Israel",32.573905,34.951977,זכרון יעקב,9300,זכרון יעקב,3,32,322,99,NA,1,22660,22.6,21.8,NA,1882,160,NA,1957771962,78,353,1181,Zikhron Ya'aqov,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=9300
ZOFIT,"Tzofit, Israel",32.19488,34.920085,צופית,198,צופית,4,42,421,20,141,1,1288,1.3,1.3,NA,1933,310,1,1926967776,66,417,5140,Zofit,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=198
ZUFIM,Zufim,32.197318,35.008912,צופים,3791,צופים,7,73,NA,72,145,1,2087,2.1,2,NA,1989,190,NA,2011067829,163,710,4164,Zufim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3791
ZUR HADASSA,"Tzur Hadassah, Israel",31.719374,35.096958,צור הדסה,1113,צור הדסה,1,11,111,26,444,1,7773,7.8,7.4,NA,1960,180,NA,2091262495,732,151,7004,Zur Hadassa,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1113
ZUR MOSHE,"Tzur Moshe, Israel",32.298911,34.913117,צור משה,276,צור משה,4,41,411,18,141,1,3369,3.4,3.3,NA,1937,190,NA,1920568938,50,412,5120,Zur Moshe,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=276
ZUR YIZHAQ,"Tzur Yitzhak, Israel",32.241478,34.997998,צור יצחק,1345,צור יצחק,4,42,421,20,141,1,4935,4.9,4.8,NA,2007,190,NA,2000668306,119,417,5150,Zur Yizhaq,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1345
